created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2019-01-25 17:08:31 IST,347,20.00,59.00,,,,
2019-01-25 17:08:47 IST,348,20.00,59.00,,,,
2019-01-25 17:09:03 IST,349,20.00,59.00,,,,
2019-01-25 17:09:18 IST,350,20.00,58.00,,,,
2019-01-25 17:09:33 IST,351,20.00,58.00,,,,
2019-01-25 17:09:48 IST,352,20.00,58.00,,,,
2019-01-25 17:10:41 IST,353,,59.00,,,,
2019-01-25 17:10:57 IST,354,,57.00,,,,
2019-01-25 17:11:13 IST,355,,58.00,,,,
2019-01-25 17:11:28 IST,356,,58.00,,,,
2019-01-25 17:11:44 IST,357,,58.00,,,,
2019-01-25 17:12:01 IST,358,,57.00,,,,
2019-01-25 17:12:17 IST,359,,57.00,,,,
2019-01-25 17:12:33 IST,360,,57.00,,,,
2019-01-25 17:12:49 IST,361,,58.00,,,,
2019-01-25 17:13:05 IST,362,,57.00,,,,
2019-01-25 17:13:20 IST,363,,58.00,,,,
2019-01-25 17:13:36 IST,364,,58.00,,,,
2019-01-25 17:13:51 IST,365,,57.00,,,,
2019-01-25 17:14:07 IST,366,,58.00,,,,
2019-01-25 17:14:23 IST,367,,58.00,,,,
2019-01-25 17:14:39 IST,368,,58.00,,,,
2019-01-25 17:14:55 IST,369,,58.00,,,,
2019-01-25 17:15:11 IST,370,,58.00,,,,
2019-01-25 17:15:57 IST,371,20.00,58.00,,,,
2019-01-25 17:16:13 IST,372,21.00,58.00,,,,
2019-01-25 17:16:29 IST,373,20.00,61.00,,,,
2019-01-25 17:16:45 IST,374,24.00,95.00,,,,
2019-01-25 17:17:00 IST,375,27.00,95.00,,,,
2019-01-25 17:17:40 IST,376,,95.00,,,,
2019-01-25 17:18:02 IST,377,,95.00,,,,
2019-01-25 17:18:25 IST,378,,94.00,,,,
2019-01-25 17:18:41 IST,379,,94.00,,,,
2019-01-25 17:18:57 IST,380,,85.00,,,,
2019-01-25 17:19:46 IST,381,21.00,73.00,,,,
2019-01-25 17:20:01 IST,382,20.00,64.00,,,,
2019-01-25 17:20:17 IST,383,20.00,62.00,,,,
2019-01-25 17:20:32 IST,384,20.00,63.00,,,,
2019-01-25 17:20:47 IST,385,20.00,66.00,,,,
2019-01-25 17:21:03 IST,386,20.00,69.00,,,,
2019-01-25 17:21:18 IST,387,21.00,72.00,,,,
2019-01-25 17:21:33 IST,388,22.00,95.00,,,,
2019-01-25 17:21:49 IST,389,26.00,95.00,,,,
2019-01-25 17:22:05 IST,390,24.00,95.00,,,,
2019-01-25 17:22:21 IST,391,23.00,95.00,,,,
2019-01-25 17:22:36 IST,392,22.00,95.00,,,,
2019-01-25 17:22:58 IST,393,22.00,95.00,,,,
2019-01-25 17:23:14 IST,394,21.00,78.00,,,,
2019-01-25 17:23:36 IST,395,21.00,71.00,,,,
2019-01-25 17:23:52 IST,396,21.00,70.00,,,,
2019-01-25 17:24:13 IST,397,21.00,69.00,,,,
2019-01-25 17:24:28 IST,398,21.00,67.00,,,,
2019-01-25 17:24:43 IST,399,20.00,65.00,,,,
2019-01-25 17:25:05 IST,400,20.00,64.00,,,,
2019-01-25 17:25:21 IST,401,20.00,62.00,,,,
2019-01-25 17:25:36 IST,402,20.00,63.00,,,,
2019-01-25 17:25:51 IST,403,20.00,62.00,,,,
2019-01-25 17:26:14 IST,404,20.00,61.00,,,,
2019-01-25 17:26:29 IST,405,20.00,61.00,,,,
2019-01-25 17:26:51 IST,406,20.00,61.00,,,,
2019-01-25 17:27:07 IST,407,20.00,61.00,,,,
2019-01-25 17:27:22 IST,408,20.00,61.00,,,,
2019-01-25 17:27:38 IST,409,20.00,61.00,,,,
2019-01-25 17:27:59 IST,410,20.00,62.00,,,,
2019-01-25 17:28:15 IST,411,20.00,62.00,,,,
2019-01-25 17:28:30 IST,412,20.00,61.00,,,,
2019-01-25 17:28:45 IST,413,20.00,61.00,,,,
2019-01-25 17:29:01 IST,414,20.00,62.00,,,,
2019-01-25 17:29:16 IST,415,20.00,61.00,,,,
2019-01-25 17:29:33 IST,416,20.00,61.00,,,,
2019-01-25 17:29:48 IST,417,20.00,61.00,,,,
2019-01-25 17:30:04 IST,418,20.00,61.00,,,,
2019-01-25 17:30:19 IST,419,20.00,61.00,,,,
2019-01-25 17:30:34 IST,420,20.00,61.00,,,,
2019-01-25 17:30:51 IST,421,20.00,61.00,,,,
2019-01-25 17:31:07 IST,422,20.00,60.00,,,,
2019-01-25 17:31:29 IST,423,20.00,61.00,,,,
2019-01-25 17:31:45 IST,424,20.00,61.00,,,,
2019-01-25 17:32:07 IST,425,20.00,62.00,,,,
2019-01-25 17:32:22 IST,426,20.00,62.00,,,,
2019-01-25 17:32:45 IST,427,20.00,62.00,,,,
2019-01-25 17:33:07 IST,428,20.00,62.00,,,,
2019-01-25 17:33:29 IST,429,20.00,62.00,,,,
2019-01-25 17:33:52 IST,430,20.00,62.00,,,,
2019-01-25 17:34:07 IST,431,20.00,61.00,,,,
2019-01-25 17:34:23 IST,432,20.00,61.00,,,,
2019-01-25 17:34:38 IST,433,20.00,62.00,,,,
2019-01-25 17:35:00 IST,434,20.00,62.00,,,,
2019-01-25 17:35:15 IST,435,20.00,63.00,,,,
2019-01-25 17:35:31 IST,436,20.00,62.00,,,,
2019-01-25 17:35:53 IST,437,19.00,62.00,,,,
2019-01-25 17:36:15 IST,438,21.00,94.00,,,,
2019-01-25 17:36:31 IST,439,22.00,95.00,,,,
2019-01-25 17:36:46 IST,440,21.00,94.00,,,,
2019-01-25 17:37:02 IST,441,20.00,91.00,,,,
2019-01-25 17:37:24 IST,442,20.00,71.00,,,,
2019-01-25 17:37:40 IST,443,20.00,67.00,,,,
2019-01-25 17:37:55 IST,444,20.00,65.00,,,,
2019-01-25 17:38:17 IST,445,20.00,64.00,,,,
2019-01-25 17:38:33 IST,446,20.00,64.00,,,,
2019-01-25 17:38:48 IST,447,20.00,64.00,,,,
2019-01-25 17:39:04 IST,448,20.00,63.00,,,,
2019-01-25 17:39:19 IST,449,20.00,63.00,,,,
2019-01-25 17:39:35 IST,450,20.00,63.00,,,,
2019-01-25 17:39:50 IST,451,20.00,63.00,,,,
2019-01-25 17:40:06 IST,452,20.00,63.00,,,,
2019-01-25 17:40:22 IST,453,20.00,63.00,,,,
2019-01-25 17:40:39 IST,454,20.00,62.00,,,,
2019-01-25 17:40:54 IST,455,20.00,62.00,,,,
2019-01-25 17:41:10 IST,456,20.00,62.00,,,,
2019-01-25 17:41:32 IST,457,20.00,62.00,,,,
2019-01-25 17:41:47 IST,458,20.00,61.00,,,,
2019-01-25 17:42:09 IST,459,20.00,61.00,,,,
2019-01-25 17:42:25 IST,460,20.00,61.00,,,,
2019-01-25 17:42:41 IST,461,20.00,61.00,,,,
2019-01-25 17:43:03 IST,462,20.00,61.00,,,,
2019-01-25 17:43:18 IST,463,20.00,61.00,,,,
2019-01-25 17:43:40 IST,464,20.00,61.00,,,,
2019-01-25 17:43:55 IST,465,20.00,60.00,,,,
2019-01-25 17:44:11 IST,466,20.00,60.00,,,,
2019-01-25 17:44:34 IST,467,20.00,60.00,,,,
2019-01-25 17:44:50 IST,468,20.00,60.00,,,,
2019-01-25 17:45:12 IST,469,20.00,61.00,,,,
2019-01-26 12:38:29 IST,470,,0.00,,,,
2019-01-26 12:38:52 IST,471,,0.00,,,,
2019-01-26 12:39:15 IST,472,,0.00,,,,
2019-01-26 12:39:38 IST,473,,0.00,,,,
2019-01-26 12:40:01 IST,474,,0.00,,,,
2019-01-26 12:40:24 IST,475,,0.00,,,,
2019-01-26 12:40:59 IST,476,,0.00,,,,
2019-01-26 12:41:21 IST,477,,0.00,,,,
2019-01-26 12:41:36 IST,478,,0.00,,,,
2019-01-26 12:41:57 IST,479,,0.00,,,,
2019-01-26 12:42:12 IST,480,,0.00,,,,
2019-01-26 12:42:34 IST,481,,0.00,,,,
2019-01-26 12:42:55 IST,482,,0.00,,,,
2019-01-26 12:43:35 IST,483,0.00,0.00,,,,
2019-01-26 12:43:57 IST,484,0.00,0.00,,,,
